Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,DriveType,FuelType,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price,Engine_Volumes(litres),Fuel_Consumption(litres),Fuel_Consumption_Per_Kilometers
Subaru,2006,Forester,Cars from Japan,2006 Subaru Forester Cross Sports,USED,Automatic,Other,Premium,120026.0,Silver / Grey,"Smeaton Grange, NSW",4 cyl,Wagon,4,5,17888.0,2.5,7.7,100.0
Toyota,2018,Corolla,Hatchback,2018 Toyota Corolla SX (hybrid),USED,Automatic,Front,Hybrid,86578.0,Blue / Black,"Albion Park Rail, NSW",4 cyl,Hatchback,5,5,29990.0,1.8,4.2,100.0
Skoda,2022,Kamiq,Sydney City Skoda,2022 Skoda Kamiq Monte Carlo 110TSI,DEMO,Automatic,Front,Premium,534.0,White / Sportline,"Mascot, NSW",4 cyl,SUV,4,5,42990.0,1.5,5.6,100.0
Holden,2018,Commodore,Hatchback,2018 Holden Commodore RS,USED,Automatic,AWD,Unleaded,73353.0,White / Grey,"Strathalbyn, SA",6 cyl,Hatchback,5,5,23980.0,3.6,8.9,100.0
Renault,2014,Koleos,SUV,2014 Renault Koleos Bose SE (4X2),USED,Automatic,Front,Premium,92029.0,Grey / Black,"Minchinbury, NSW",4 cyl,SUV,4,5,11995.0,2.5,9.3,100.0
Toyota,2020,RAV4,SUV,2020 Toyota RAV4 Cruiser (2WD),USED,Automatic,Front,Unleaded,66795.0,Silver / -,"Tuggerah, NSW",4 cyl,SUV,5,5,45990.0,2.5,6.5,100.0
Isuzu,2019,D-MAX,Ute / Tray,2019 Isuzu D-MAX SX HI-Ride (4X2),USED,Automatic,Rear,Diesel,110535.0,White / Grey,"Erina, NSW",4 cyl,Ute / Tray,4,5,33940.0,2.5,7.7,100.0
Mitsubishi,2007,Pajero,"02 **** ****
",2007 Mitsubishi Pajero PAJERO MINI,USED,Automatic,Other,Unleaded,37059.0,Blue / Black,"Smeaton Grange, NSW",4 cyl,SUV,4,5,24990.0,2.5,7.7,100.0
Holden,2017,Barina,Hatchback,2017 Holden Barina LT,USED,Automatic,Front,Premium,111156.0,Grey / -,"Windang, NSW",4 cyl,Hatchback,5,5,13888.0,1.6,6.6,100.0
Lexus,2019,UX200,SUV,2019 Lexus UX200 Luxury +EP1,USED,Automatic,Front,Unleaded,13442.0,Grey / Black,"Waterloo, NSW",4 cyl,SUV,4,5,47900.0,2.5,5.8,100.0
Toyota,2021,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport + TR KIT,USED,Automatic,Front,Unleaded,28247.0,White / Grey,"Brookvale, NSW",4 cyl,Hatchback,5,5,34888.0,2.5,6.0,100.0
Kia,2010,RIO,Hatchback,2010 Kia RIO S,USED,Manual,Front,Unleaded,109417.0,White / -,"East Maitland, NSW",4 cyl,Hatchback,5,5,7986.0,1.4,6.7,100.0
Mercedes-Benz,2010,R300,SUV,2010 Mercedes-Benz R300 CDI (awd),USED,Automatic,AWD,Diesel,123978.0,Silver / -,"Goolwa, SA",6 cyl,SUV,4,6,17990.0,2.5,9.3,100.0
Volkswagen,2018,Tiguan,SUV,2018 Volkswagen Tiguan 132 TSI Comfortline,USED,Automatic,AWD,Premium,95030.0,Grey / Grey,"Wollongong, NSW",4 cyl,SUV,4,5,27490.0,2.5,7.5,100.0
Toyota,2014,Estima,Sydney City Traders,2014 Toyota Estima Aeras,USED,Automatic,Other,Unleaded,90390.0,Grey / Black,"Five Dock, NSW",4 cyl,Wagon,4,5,24995.0,2.5,7.7,100.0
Toyota,2022,Corolla,Hatchback,2022 Toyota Corolla Ascent Sport + Conv PK Hybrid,USED,Automatic,Front,Hybrid,924.0,White / -,"Tuggerah, NSW",4 cyl,Hatchback,5,5,40990.0,1.8,4.0,100.0
Hyundai,2014,Santa,SUV,2014 Hyundai Santa FE Highlander Crdi (4X4),USED,Automatic,AWD,Diesel,92691.0,White / Black,"Brookvale, NSW",4 cyl,SUV,4,7,25999.0,2.2,7.3,100.0
Toyota,2020,Camry,Sedan,2020 Toyota Camry Ascent Hybrid,USED,Automatic,Front,Hybrid,52070.0,White / 2Vfa20,"North Wollongong, NSW",4 cyl,Sedan,4,5,37990.0,2.5,4.2,100.0
Hyundai,2017,Tucson,SUV,2017 Hyundai Tucson Highlander (awd),USED,Automatic,AWD,Diesel,92504.0,White / Red,"Brookvale, NSW",4 cyl,SUV,4,5,29990.0,2.5,6.8,100.0
Volkswagen,2018,Tiguan,SUV,2018 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,AWD,Premium,58383.0,Grey / Black,"Wollongong, NSW",4 cyl,SUV,4,5,39990.0,2.5,8.1,100.0
Land,2017,Rover,SUV,2017 Land Rover Discovery Sport TD4 150 SE 7 Seat,USED,Automatic,AWD,Diesel,49987.0,White / Black,"Haberfield, NSW",4 cyl,SUV,4,7,36945.0,2.5,6.0,100.0
Toyota,2019,RAV4,SUV,2019 Toyota RAV4 GXL AWD Hybrid,USED,Automatic,AWD,Hybrid,66228.0,Silver / -,"Mosman, NSW",4 cyl,SUV,5,5,44990.0,2.5,4.8,100.0
Toyota,2018,HiAce,USED Dealer ad,2018 Toyota HiAce DX 4WD 5 Seater 4WD Dual Door,USED,Automatic,Other,Diesel,109220.0,Silver / Grey,"West Ryde, NSW",4 cyl,SUV,4,5,47888.0,2.5,7.7,100.0
Mercedes-Benz,2016,C250,Sedan,2016 Mercedes-Benz C250,USED,Automatic,Rear,Premium,65836.0,Blue / Beige,"Caringbah, NSW",4 cyl,Sedan,4,5,38888.0,2.5,6.0,100.0
MG,2019,ZS,SUV,2019 MG ZS Essence,USED,Automatic,Front,Unleaded,38285.0,Orange / -,"Melrose Park, SA",3 cyl,SUV,4,5,20990.0,2.5,6.7,100.0
Ford,2022,Puma,SUV,2022 Ford Puma ST-Line V,USED,Automatic,Front,Premium,4564.0,Grey / Black,"Moss Vale, NSW",3 cyl,SUV,5,5,35950.0,2.5,5.3,100.0
Mazda,2015,CX-5,SUV,2015 Mazda CX-5 Maxx Sport (4X4),USED,Automatic,AWD,Unleaded,249049.0,White / -,"Medlow Bath, NSW",4 cyl,SUV,4,5,15990.0,2.5,7.4,100.0
Ford,2012,Ranger,Ute / Tray,2012 Ford Ranger XLT 3.2 (4X4),USED,Manual,4WD,Diesel,255988.0,Grey / Black,"Minchinbury, NSW",5 cyl,Ute / Tray,4,5,20995.0,3.2,9.4,100.0
Mitsubishi,2014,Mirage,Hatchback,2014 Mitsubishi Mirage LS,USED,Manual,Front,Unleaded,143629.0,Blue / -,"Seven Hills, NSW",3 cyl,Hatchback,5,5,7990.0,1.2,4.6,100.0
Mitsubishi,2021,Triton,Ute / Tray,2021 Mitsubishi Triton GLX-R (4X4),USED,Automatic,4WD,Diesel,74614.0,Red / -,"Tuggerah, NSW",4 cyl,Ute / Tray,4,5,49990.0,2.4,8.6,100.0
Toyota,2012,Estima,Sydney City Traders,2012 Toyota Estima Hybrid,USED,Automatic,Other,Unleaded,106989.0,Blue / Black,"Five Dock, NSW",4 cyl,Commercial,4,5,27995.0,2.5,7.7,100.0
BMW,2014,220D,Coupe,2014 BMW 220D Sport Line,USED,Automatic,Rear,Diesel,56877.0,Silver / -,"Beresfield, NSW",4 cyl,Coupe,2,4,28800.0,2.5,4.4,100.0
Lexus,2013,RX270,SUV,2013 Lexus RX270 (FWD),USED,Automatic,Front,Unleaded,75497.0,Silver / Leather,"Castle Hill, NSW",4 cyl,SUV,4,5,27990.0,2.7,9.7,100.0
Holden,2010,Commodore,Ute / Tray,2010 Holden Commodore SS,USED,Manual,Rear,Unleaded,242000.0,Green / -,"Smithfield, NSW",8 cyl,Ute / Tray,2,2,15888.0,2.5,14.5,100.0
Hyundai,2019,Santa,SUV,2019 Hyundai Santa FE Highlander Crdi Satin AWD,USED,Automatic,AWD,Diesel,65220.0,Grey / Leather,"Granville, NSW",4 cyl,SUV,4,7,47990.0,2.2,7.5,100.0
Toyota,2018,Camry,Sedan,2018 Toyota Camry Ascent (hybrid),USED,Automatic,Front,Hybrid,154507.0,White / Grey,"Morphett Vale, SA",4 cyl,Sedan,4,5,30990.0,2.5,4.2,100.0
Honda,2017,Fit,Sydney City Traders,2017 Honda Fit Hybrid,USED,Automatic,Other,Unleaded,59577.0,Red / Black,"Five Dock, NSW",4 cyl,Hatchback,4,5,27995.0,2.5,7.7,100.0
Land,2017,Rover,SUV,2017 Land Rover Discovery TD6 HSE,USED,Automatic,4WD,Diesel,92365.0,Orange / Black,"Wollongong, NSW",6 cyl,SUV,4,5,86990.0,2.5,7.2,100.0
Mazda,2020,CX-30,SUV,2020 Mazda CX-30 G25 Astina (awd),USED,Automatic,AWD,Unleaded,51557.0,White / -,"Medlow Bath, NSW",4 cyl,SUV,4,5,38990.0,2.5,6.8,100.0
Ford,2014,Mondeo,Wagon,2014 Ford Mondeo LX Tdci,USED,Automatic,Front,Diesel,170640.0,Black / Black,"Minchinbury, NSW",4 cyl,Wagon,4,5,12995.0,2.5,6.2,100.0
Toyota,2021,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport + TR KIT,USED,Automatic,Front,Unleaded,51897.0,White / 44Fa20,"Albion Park, NSW",4 cyl,Hatchback,5,5,28990.0,2.5,6.0,100.0
Toyota,2017,Corolla,Hatchback,2017 Toyota Corolla Hybrid,USED,Automatic,Front,Hybrid,68659.0,White / Grey,"Melrose Park, SA",4 cyl,Hatchback,5,5,27980.0,1.8,4.1,100.0
Isuzu,2016,D-MAX,Ute / Tray,2016 Isuzu D-MAX SX (4X4),USED,Automatic,4WD,Diesel,122884.0,White / Black,"North Strathfield, NSW",4 cyl,Ute / Tray,2,4,34950.0,2.5,8.1,100.0
Toyota,1998,Hilux,Ute / Tray,1998 Toyota Hilux (4X4),USED,Manual,4WD,Diesel,248767.0,White / Silver,"Minchinbury, NSW",4 cyl,Ute / Tray,2,3,15995.0,2.5,0.0,100.0
Mazda,2012,CX-9,SUV,2012 Mazda CX-9 Luxury (fwd),USED,Automatic,Front,Unleaded,147532.0,White / Black,"Minchinbury, NSW",6 cyl,SUV,4,7,19995.0,3.7,11.0,100.0
Mazda,2007,6,Hatchback,2007 Mazda 6 Luxury Sports,USED,Manual,Front,Premium,177085.0,Red / Black,"Cardiff, NSW",4 cyl,Hatchback,5,5,5950.0,2.3,8.8,100.0
Ford,2015,Ranger,Ute / Tray,2015 Ford Ranger XL 3.2 (4X4),USED,Automatic,4WD,Diesel,259107.0,White / Grey,"Minchinbury, NSW",5 cyl,Ute / Tray,4,5,24995.0,3.2,9.2,100.0
Toyota,2012,Alphard,USED Dealer ad,2012 Toyota Alphard G HYBRID 4WD,USED,Automatic,Other,Unleaded,141726.0,White / Beige,"Five Dock, NSW",4 cyl,SUV,4,5,34995.0,2.5,7.7,100.0
Hyundai,2014,I20,Hatchback,2014 Hyundai I20 Active,USED,Automatic,Front,Unleaded,45900.0,- / -,"Wollongong, NSW",4 cyl,Hatchback,3,5,12999.0,1.4,5.9,100.0
Nissan,2022,X-Trail,SUV,2022 Nissan X-Trail ST (2WD),USED,Automatic,Front,Unleaded,23044.0,White / -,"Narellan, NSW",4 cyl,SUV,4,5,31500.0,2.5,7.9,100.0
Toyota,2017,RAV4,SUV,2017 Toyota RAV4 GX (4X4),USED,Automatic,AWD,Unleaded,134809.0,White / Grey,"Melrose Park, SA",4 cyl,SUV,4,5,25990.0,2.5,8.5,100.0
Hyundai,2022,I30,Hatchback,2022 Hyundai I30 Elite,USED,Automatic,Front,Unleaded,5175.0,White / Grey,"Smeaton Grange, NSW",4 cyl,Hatchback,5,5,34880.0,2.5,7.4,100.0
Audi,2013,Q3,SUV,2013 Audi Q3 2.0 Tfsi Quattro (125KW),USED,Automatic,AWD,Premium,88514.0,Black / -,"Wollongong, NSW",4 cyl,SUV,4,5,23990.0,2.5,7.7,100.0
Ford,2017,Ranger,Ute / Tray,2017 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,4WD,Diesel,171548.0,Grey / -,"Campbelltown, NSW",5 cyl,Ute / Tray,4,5,41990.0,3.2,8.9,100.0
Mazda,2023,BT-50,Blue Mountains Mazda,2023 Mazda BT-50 SP (4X4),DEMO,Automatic,4WD,Diesel,2600.0,Grey / -,"Medlow Bath, NSW",4 cyl,Ute / Tray,4,5,69990.0,2.5,8.0,100.0
Mazda,2006,3,Sedan,2006 Mazda 3 SP23,USED,Automatic,Front,Unleaded,153798.0,Black / Black Leather,"Lidcombe, NSW",4 cyl,Sedan,4,5,9990.0,2.3,9.3,100.0
Mitsubishi,2020,Eclipse,SUV,2020 Mitsubishi Eclipse Cross ES (2WD),USED,Automatic,Front,Unleaded,59996.0,White / -,"South Nowra, NSW",4 cyl,SUV,4,5,29990.0,1.5,7.3,100.0
Kia,2018,Carnival,Wagon,2018 Kia Carnival S,USED,Automatic,Front,Unleaded,92993.0,Silver / Grey,"Cheltenham, SA",6 cyl,Wagon,4,8,31980.0,3.3,11.6,100.0
Ford,2018,Ranger,Ute / Tray,2018 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,Rear,Diesel,52035.0,White / -,"Granville, NSW",4 cyl,Ute / Tray,4,5,32950.0,2.2,7.8,100.0
Ford,2022,Escape,SUV,2022 Ford Escape ST-Line (awd),USED,Automatic,AWD,Premium,4403.0,Blue / Black,"Moss Vale, NSW",4 cyl,SUV,4,5,42950.0,2.5,8.6,100.0
BMW,2014,5,USED Dealer ad,2014 BMW 5 Series 20d,USED,Automatic,Other,Diesel,134816.0,Black / -,"Rouse Hill, NSW",4 cyl,SUV,4,5,31999.0,2.5,7.7,100.0
Volkswagen,2015,Polo,Hatchback,2015 Volkswagen Polo 81 TSI Comfortline,USED,Manual,Front,Premium,84475.0,Black / -,"Five Dock, NSW",4 cyl,Hatchback,5,5,13990.0,1.2,4.9,100.0
Kia,2018,Cerato,Sedan,2018 Kia Cerato S,USED,Automatic,Front,Unleaded,19158.0,Blue / -,"Melrose Park, SA",4 cyl,Sedan,4,5,25990.0,2.5,7.1,100.0
Mitsubishi,2019,Outlander,SUV,2019 Mitsubishi Outlander Black Edition 7 Seat (2WD),USED,Automatic,Front,Unleaded,51446.0,Red / -,"Wollongong, NSW",4 cyl,SUV,4,7,31990.0,2.4,7.2,100.0
Hyundai,2018,I30,Hatchback,2018 Hyundai I30 Active,USED,Automatic,Front,Unleaded,86622.0,Blue / Black Current,"Five Dock, NSW",4 cyl,Hatchback,4,5,21990.0,2.5,7.4,100.0
Toyota,2021,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport,USED,Automatic,Front,Unleaded,37637.0,White / Black,"Homebush, NSW",4 cyl,Hatchback,5,5,28990.0,2.5,6.0,100.0
Hyundai,2017,Santa,SUV,2017 Hyundai Santa FE Active X,USED,Automatic,Front,Unleaded,59804.0,Black / Black,"North Wollongong, NSW",6 cyl,SUV,4,7,31990.0,3.3,10.5,100.0
Holden,2010,Commodore,Wagon,2010 Holden Commodore SV6,USED,Automatic,Rear,Unleaded,143690.0,Blue / -,"Saint Marys, NSW",6 cyl,Wagon,4,5,13990.0,3.6,10.3,100.0
Nissan,2007,GT-R,Hove Car Sales Pty Ltd,2007 Nissan GT-R,USED,Automatic,Other,Premium,37222.0,Silver / -,"Brighton, SA",4 cyl,Coupe,4,5,108888.0,2.5,7.7,100.0
Mazda,2013,2,Hatchback,2013 Mazda 2 NEO,USED,Manual,Front,Unleaded,101800.0,Silver / Grey,"Waratah, NSW",4 cyl,Hatchback,5,5,11990.0,1.5,6.4,100.0
MG,2021,HS,SUV,2021 MG HS Core,USED,Automatic,Front,Unleaded,31456.0,White / Black,"Albion Park Rail, NSW",4 cyl,SUV,4,5,24990.0,1.5,7.3,100.0
Hyundai,2017,Tucson,SUV,2017 Hyundai Tucson Highlander (awd),USED,Automatic,AWD,Unleaded,98438.0,Grey / Red Leather,"Croydon, NSW",4 cyl,SUV,4,5,26990.0,1.6,7.7,100.0
Nissan,2019,Leaf,Hatchback,2019 Nissan Leaf,USED,Automatic,Front,Electric,41289.0,Blue / Black,"Five Dock, NSW",4 cyl,Hatchback,5,5,47995.0,2.5,0.0,100.0
BMW,2015,740I,Sedan,2015 BMW 740I,USED,Automatic,Rear,Premium,68597.0,Blue / Black,"Waterloo, NSW",6 cyl,Sedan,4,5,71300.0,2.5,7.0,100.0
Renault,2003,Laguna,Hatchback,2003 Renault Laguna Privilege,USED,Automatic,Front,Premium,102701.0,Silver / -,"Brighton, SA",6 cyl,Hatchback,5,5,6990.0,2.9,11.5,100.0
Mazda,2014,3,Sedan,2014 Mazda 3 SP25 Astina,USED,Automatic,Front,Unleaded,113960.0,Red / Black,"Albion Park Rail, NSW",4 cyl,Sedan,4,5,20990.0,2.5,6.0,100.0
Hyundai,2016,Tucson,SUV,2016 Hyundai Tucson Elite (awd),USED,Automatic,AWD,Diesel,126285.0,Grey / Black,"Arncliffe, NSW",4 cyl,SUV,4,5,26990.0,2.5,6.8,100.0
Mazda,2011,2,Hatchback,2011 Mazda 2 NEO,USED,Automatic,Front,Unleaded,148038.0,Grey / -,"Lidcombe, NSW",4 cyl,Hatchback,5,5,11990.0,1.5,6.8,100.0
Audi,2023,SQ5,Southern Classic Cars - New & Demo,2023 Audi SQ5 3.0 TDI Quattro Mhev,DEMO,Automatic,AWD,Hybrid,1002.0,White / Black,"Wollongong, NSW",6 cyl,SUV,4,5,129990.0,2.5,7.0,100.0
Hyundai,2017,I40,Wagon,2017 Hyundai I40 Active Tourer,USED,Automatic,Front,Unleaded,134645.0,Silver / -,"East Maitland, NSW",4 cyl,Wagon,4,5,21983.0,2.5,7.5,100.0
Suzuki,2010,Alto,Hatchback,2010 Suzuki Alto GLX,USED,Manual,Front,Premium,114350.0,White / -,"Morphett Vale, SA",3 cyl,Hatchback,5,4,7990.0,2.5,4.8,100.0
Toyota,2012,Kluger,SUV,2012 Toyota Kluger Grande (4X4),USED,Automatic,4WD,Unleaded,60000.0,- / -,"Campsie, NSW",6 cyl,SUV,4,7,30950.0,3.5,11.6,100.0
Mitsubishi,2018,Triton,Ute / Tray,2018 Mitsubishi Triton GLS (4X4),USED,Automatic,4WD,Diesel,115569.0,White / Grey  Cloth,"Warwick Farm, NSW",4 cyl,Ute / Tray,4,5,32945.0,2.4,7.6,100.0
Jeep,2019,Grand,SUV,2019 Jeep Grand Cherokee Limited (4X4),USED,Automatic,4WD,Premium,40042.0,Grey / -,"Narellan, NSW",6 cyl,SUV,4,5,49888.0,3.6,10.0,100.0
Kia,2018,Sportage,SUV,2018 Kia Sportage SI Premium (awd),USED,Automatic,AWD,Diesel,87559.0,White / Grey,"Melrose Park, SA",4 cyl,SUV,4,5,27990.0,2.5,6.4,100.0
Hyundai,2010,I30,Hatchback,2010 Hyundai I30 SLX,USED,Automatic,Front,Unleaded,183501.0,Black / Black,"Lidcombe, NSW",4 cyl,Hatchback,5,5,9990.0,2.5,7.6,100.0
Holden,2018,Captiva,SUV,2018 Holden Captiva 7 LT (awd),USED,Automatic,AWD,Diesel,118000.0,- / -,"Wollongong, NSW",4 cyl,SUV,4,7,18999.0,2.2,8.1,100.0
Nissan,2015,Patrol,SUV,2015 Nissan Patrol ST (4X4),USED,Automatic,4WD,Diesel,74061.0,White / -,"Tuggerah, NSW",4 cyl,SUV,4,7,49990.0,2.5,11.8,100.0
Ford,2016,Focus,Hatchback,2016 Ford Focus Trend,USED,Automatic,Front,Unleaded,43397.0,White / Cloth Twist Freedom,"Tuggerah, NSW",4 cyl,Hatchback,5,5,21990.0,1.5,6.2,100.0
MG,2022,MG3,Alto Blacktown MG,2022 MG MG3 Auto Excite (with Navigation),NEW,Automatic,Front,Premium,15.0,Silver / Tartan Cloth & Knight Synthetic Leather,"Blacktown, NSW",4 cyl,Hatchback,5,5,20990.0,1.5,6.7,100.0
Holden,2013,Colorado,SUV,2013 Holden Colorado 7 LTZ (4X4),USED,Automatic,4WD,Diesel,180337.0,Silver / -,"Warners Bay, NSW",4 cyl,SUV,4,7,27990.0,2.8,9.4,100.0
Hyundai,2013,Veloster,Hatchback,2013 Hyundai Veloster +,USED,Automatic,Front,Unleaded,109453.0,Red / -,"Melrose Park, SA",4 cyl,Hatchback,3,4,18990.0,1.6,6.4,100.0
Mitsubishi,2002,Airtrek,USED Dealer ad,2002 Mitsubishi Airtrek,USED,Automatic,Other,Unleaded,115262.0,Black / -,"Smeaton Grange, NSW",4 cyl,Wagon,4,5,18888.0,2.5,7.7,100.0
Toyota,2019,RAV4,SUV,2019 Toyota RAV4 GXL (2WD),USED,Automatic,Front,Unleaded,45718.0,Silver / -,"Belmore, NSW",4 cyl,SUV,5,5,40888.0,2.5,6.5,100.0
Toyota,2018,Corolla,Hatchback,2018 Toyota Corolla SX,USED,Automatic,Front,Unleaded,94752.0,Red / -,"Warwick Farm, NSW",4 cyl,Hatchback,5,5,27995.0,2.5,6.0,100.0
Mitsubishi,2011,Express,Commercial,2011 Mitsubishi Express SWB,USED,Manual,Rear,Unleaded,135954.0,White / Grey,"Tuggerah, NSW",4 cyl,Commercial,2,2,10990.0,2.4,12.0,100.0
Ford,2018,Mondeo,Hatchback,2018 Ford Mondeo Ambiente,USED,Automatic,Front,Diesel,77118.0,Black / Grey,"Cheltenham, SA",4 cyl,Hatchback,5,5,21990.0,2.5,5.1,100.0
Toyota,2021,RAV4,SUV,2021 Toyota RAV4 Edge (awd) Hybrid,USED,Automatic,AWD,Hybrid,26922.0,Red / 74Eb20,"North Wollongong, NSW",4 cyl,SUV,5,5,64990.0,2.5,4.8,100.0
Hyundai,2022,I30,Hatchback,2022 Hyundai I30 N Drive-N Limited Edition,USED,Manual,Front,Premium,2453.0,Black / Black,"North Wollongong, NSW",4 cyl,Hatchback,5,5,57990.0,2.5,8.5,100.0
Subaru,2007,Impreza,Hatchback,2007 Subaru Impreza RS (awd),USED,Manual,AWD,Premium,165664.0,Silver / Black,"Maryville, NSW",4 cyl,Hatchback,5,5,9980.0,2.5,8.9,100.0
Mitsubishi,2018,ASX,SUV,2018 Mitsubishi ASX LS (2WD),USED,Automatic,Front,Unleaded,78472.0,Black / Black,"Brookvale, NSW",4 cyl,SUV,4,5,23590.0,2.5,7.6,100.0
Volvo,2017,XC60,SUV,2017 Volvo XC60 D5 Luxury,USED,Automatic,AWD,Diesel,61870.0,- / -,"Elderslie, NSW",5 cyl,SUV,4,5,33777.0,2.4,6.9,100.0
Toyota,2016,HiAce,USED Dealer ad,2016 Toyota HiAce,USED,Automatic,Other,Unleaded,215974.0,White / Grey,"West Ryde, NSW",4 cyl,Commercial,4,5,34888.0,2.5,7.7,100.0
Nissan,2017,Navara,Adelaide Vehicle Centre South,2017 Nissan Navara SL,USED,Manual,Other,Diesel,32951.0,Black / -,"Morphett Vale, SA",4 cyl,Ute / Tray,4,5,39990.0,2.5,7.7,100.0
Holden,2013,Commodore,Sedan,2013 Holden Commodore SS,USED,Automatic,Rear,Premium,115612.0,Orange / -,"Tuggerah, NSW",8 cyl,Sedan,4,5,36990.0,2.5,11.5,100.0
Mazda,2019,CX-5,SUV,2019 Mazda CX-5 Maxx Sport (4X2),USED,Automatic,Front,Unleaded,48400.0,Blue / -,"Arncliffe, NSW",4 cyl,SUV,4,5,33990.0,2.5,6.9,100.0
Holden,2019,Commodore,Hatchback,2019 Holden Commodore RS,USED,Automatic,AWD,Unleaded,108590.0,White / Grey,"Cheltenham, SA",6 cyl,Hatchback,5,5,22990.0,3.6,8.9,100.0
Subaru,2020,Forester,SUV,2020 Subaru Forester 2.5I-S (awd),USED,Automatic,AWD,Unleaded,91346.0,Grey / Black,"New Lambton, NSW",4 cyl,SUV,4,5,34990.0,2.5,7.4,100.0
Toyota,2022,RAV4,SUV,2022 Toyota RAV4 Cruiser (awd) Hybrid,USED,Automatic,AWD,Hybrid,16180.0,Grey / 74La20,"North Wollongong, NSW",4 cyl,SUV,5,5,64490.0,2.5,4.8,100.0
Mazda,2021,2,Hatchback,2021 Mazda 2 G15 Pure,USED,Automatic,Front,Unleaded,4835.0,Red / -,"Wollongong, NSW",4 cyl,Hatchback,5,5,29990.0,1.5,5.2,100.0
Toyota,2019,Hilux,Ute / Tray,2019 Toyota Hilux SR5 (4X4),USED,Automatic,4WD,Diesel,90231.0,Black / 1Yfj20,"North Wollongong, NSW",4 cyl,Ute / Tray,2,4,55990.0,2.8,7.6,100.0
Volkswagen,2008,Passat,Sedan,2008 Volkswagen Passat 2.0 TDI,USED,Automatic,Front,Diesel,172671.0,Green / Grey,"Leichhardt, NSW",4 cyl,Sedan,4,5,7420.0,2.5,6.6,100.0
Kia,2022,Cerato,Hatchback,2022 Kia Cerato Sport+,USED,Automatic,Front,Unleaded,4451.0,White / Black,"North Wollongong, NSW",4 cyl,Hatchback,5,5,32990.0,2.5,7.4,100.0
Audi,2020,Q2,SUV,2020 Audi Q2 35 Tfsi Design Edition 2,USED,Automatic,Front,Premium,62355.0,White / Black,"Waterloo, NSW",4 cyl,SUV,4,5,37500.0,1.4,5.6,100.0
Toyota,2018,RAV4,SUV,2018 Toyota RAV4 GX (4X4),USED,Automatic,AWD,Diesel,93914.0,Brown / Grey,"Cheltenham, SA",4 cyl,SUV,4,5,30990.0,2.2,6.5,100.0
HSV,2015,GTS,Sedan,2015 HSV GTS,USED,Automatic,Rear,Premium,59521.0,Black / Black,"Singleton, NSW",8 cyl,Sedan,4,5,119888.0,6.2,15.0,100.0
Hyundai,2017,Santa,SUV,2017 Hyundai Santa FE Active X,USED,Automatic,Front,Unleaded,62546.0,White / -,"Arncliffe, NSW",6 cyl,SUV,4,7,29990.0,3.3,10.5,100.0
Ford,2017,Ranger,Ute / Tray,2017 Ford Ranger XL 3.2 (4X4),USED,Automatic,4WD,Diesel,170918.0,White / Grey,"Cheltenham, SA",5 cyl,Ute / Tray,4,5,28990.0,3.2,8.8,100.0
Renault,2012,Koleos,SUV,2012 Renault Koleos Dynamique (4X4),USED,Automatic,AWD,Premium,80673.0,Black / -,"Minchinbury, NSW",4 cyl,SUV,4,5,13800.0,2.5,9.5,100.0
Kia,2015,Carnival,Wagon,2015 Kia Carnival Platinum,USED,Automatic,Front,Diesel,173700.0,Grey / Grey,"New Lambton, NSW",4 cyl,Wagon,4,8,27990.0,2.2,7.7,100.0
Toyota,2018,Kluger,SUV,2018 Toyota Kluger GXL (4X2),USED,Automatic,Front,Unleaded,79734.0,White / -,"Tuggerah, NSW",6 cyl,SUV,4,7,42990.0,3.5,9.1,100.0
Nissan,2018,Pathfinder,Wollongong Mazda,2018 Nissan Pathfinder ST-L X-tronic 4WD,USED,Automatic,Other,Unleaded,80798.0,White / -,"Wollongong, NSW",4 cyl,Wagon,4,5,36990.0,2.5,7.7,100.0
Mazda,2021,CX-30,SUV,2021 Mazda CX-30 G25 Astina (fwd),USED,Automatic,Front,Unleaded,24014.0,Blue / -,"McDougalls Hill, NSW",4 cyl,SUV,4,5,37990.0,2.5,6.6,100.0
Toyota,2021,Kluger,SUV,2021 Toyota Kluger GXL Hybrid AWD,USED,Automatic,AWD,Hybrid,62178.0,White / Black,"Albion Park Rail, NSW",4 cyl,SUV,5,7,64490.0,2.5,5.6,100.0
Hyundai,2018,Santa,SUV,2018 Hyundai Santa FE Active Crdi (awd),USED,Automatic,AWD,Diesel,116019.0,Red / Grey,"Cheltenham, SA",4 cyl,SUV,4,7,31990.0,2.2,7.5,100.0
MG,2021,MG3,Hatchback,2021 MG MG3 Auto Core,USED,Automatic,Front,Premium,33955.0,Yellow / -,"Smithfield, NSW",4 cyl,Hatchback,5,5,14800.0,1.5,6.7,100.0
Holden,2017,Trailblazer,SUV,2017 Holden Trailblazer LT (4X4),USED,Automatic,4WD,Diesel,168096.0,White / Grey,"Singleton, NSW",4 cyl,SUV,4,7,33888.0,2.8,8.6,100.0
