Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,DriveType,FuelType,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price,Engine_Volumes(litres),Fuel_Consumption(litres),Fuel_Consumption_Per_Kilometers
Kia,2017,Sportage,SUV,2017 Kia Sportage SI (fwd),USED,Automatic,Front,Unleaded,71397.0,Silver / Grey,"Yallah, NSW",4 cyl,SUV,4,5,24950.0,2.5,7.9,100.0
Nissan,2014,X-Trail,SUV,2014 Nissan X-Trail ST (fwd),USED,Manual,Front,Unleaded,130641.0,White / -,"Maryville, NSW",4 cyl,SUV,4,5,16771.0,2.5,8.2,100.0
Ford,2011,Territory,SUV,2011 Ford Territory TS (rwd),USED,Automatic,Rear,Unleaded,107752.0,Silver / Black,"Leichhardt, NSW",6 cyl,SUV,4,7,11420.0,2.5,12.8,100.0
Mitsubishi,2018,Triton,Ute / Tray,2018 Mitsubishi Triton GLX (4X4),USED,Manual,4WD,Diesel,131475.0,White / Grey,"Enfield, SA",4 cyl,Ute / Tray,4,5,31990.0,2.4,7.2,100.0
Ford,2013,Ranger,Ute / Tray,2013 Ford Ranger XLT 3.2 (4X4),USED,Manual,4WD,Diesel,154894.0,Silver / -,"Penrith, NSW",5 cyl,Ute / Tray,4,5,32950.0,3.2,9.4,100.0
Hyundai,2021,Tucson,SUV,2021 Hyundai Tucson Highlander (awd),USED,Automatic,AWD,Unleaded,33001.0,White / Black,"Albion Park Rail, NSW",4 cyl,SUV,4,5,48990.0,1.6,7.2,100.0
Subaru,2015,Outback,SUV,2015 Subaru Outback 2.5I,USED,Automatic,AWD,Premium,141738.0,Black / -,"Maryville, NSW",4 cyl,SUV,4,5,19771.0,2.5,7.3,100.0
BMW,2006,3,USED Dealer ad,2006 BMW 3 Series 20i,USED,Automatic,Other,Unleaded,94217.0,Black / -,"Rouse Hill, NSW",4 cyl,SUV,4,5,9999.0,2.5,7.7,100.0
Toyota,2020,GR,Hatchback,2020 Toyota GR Yaris GR,USED,Manual,AWD,Premium,40024.0,White / Silver,"Albion Park Rail, NSW",3 cyl,Hatchback,3,4,45990.0,1.6,7.6,100.0
Hyundai,2019,Santa,SUV,2019 Hyundai Santa FE Elite Crdi Satin (awd),USED,Automatic,AWD,Diesel,111776.0,Blue / -,"Wangara, WA",4 cyl,SUV,4,7,35990.0,2.2,7.5,100.0
Holden,2013,Captiva,SUV,2013 Holden Captiva 5 (FWD),USED,Automatic,Front,Unleaded,171000.0,- / -,"Wollongong, NSW",4 cyl,SUV,4,5,7999.0,2.4,8.8,100.0
Hyundai,2012,I20,Hatchback,2012 Hyundai I20 Active,USED,Automatic,Front,Unleaded,125446.0,White / -,"Lidcombe, NSW",4 cyl,Hatchback,5,5,12990.0,1.4,6.4,100.0
Isuzu,2016,D-MAX,Ute / Tray,2016 Isuzu D-MAX SX (4X4),USED,Automatic,4WD,Diesel,178320.0,White / Grey  Cloth,"Bankstown, NSW",4 cyl,Ute / Tray,2,2,32990.0,2.5,8.1,100.0
Toyota,2021,Camry,Sedan,2021 Toyota Camry Ascent Sport Hybrid,USED,Automatic,Front,Hybrid,2030.0,White / 2Zfa20,"Albion Park, NSW",4 cyl,Sedan,4,5,46990.0,2.5,4.5,100.0
Hyundai,2014,Iload,Commercial,2014 Hyundai Iload Crew,USED,Manual,Rear,Diesel,217073.0,Black / -,"Beresfield, NSW",4 cyl,Commercial,4,6,14800.0,2.5,8.0,100.0
Toyota,2019,Corolla,Hatchback,2019 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,Front,Hybrid,23826.0,Silver / Grey,"Strathalbyn, SA",4 cyl,Hatchback,5,5,33990.0,1.8,4.2,100.0
Subaru,2016,XV,SUV,2016 Subaru XV 2.0I-S,USED,Manual,AWD,Unleaded,150201.0,Grey / Black,"Minchinbury, NSW",4 cyl,SUV,4,5,21995.0,2.5,7.3,100.0
Mitsubishi,2014,ASX,SUV,2014 Mitsubishi ASX Aspire (4WD),USED,Automatic,4WD,Diesel,166149.0,Brown / -,"Windang, NSW",4 cyl,SUV,4,5,15888.0,2.3,5.8,100.0
Honda,2018,Civic,Sedan,2018 Honda Civic VTI-LX,USED,Automatic,Front,Unleaded,38419.0,Silver / Black,"Greenacre, NSW",4 cyl,Sedan,4,5,33800.0,1.5,6.0,100.0
Holden,2012,Captiva,SUV,2012 Holden Captiva 7 CX (4X4),USED,Automatic,AWD,Diesel,188000.0,White / Black,"Wangara, WA",4 cyl,SUV,4,7,8990.0,2.2,8.1,100.0
Holden,2010,Colorado,Ute / Tray,2010 Holden Colorado LX (4X4),USED,Automatic,4WD,Diesel,170500.0,White / -,"Hamilton, NSW",4 cyl,Ute / Tray,4,5,20990.0,2.5,9.0,100.0
Great,2011,Wall,Ute / Tray,2011 Great Wall V240 (4X4),USED,Manual,4WD,Unleaded,63598.0,Black / -,"Oak Flats, NSW",4 cyl,Ute / Tray,4,5,12999.0,2.4,10.7,100.0
Toyota,2017,Camry,Sedan,2017 Toyota Camry Altise,USED,Automatic,Front,Unleaded,103786.0,White / -,"South Hurstville, NSW",4 cyl,Sedan,4,5,23990.0,2.5,7.9,100.0
Honda,2014,Fit,USED Dealer ad,2014 Honda Fit,USED,Automatic,Other,Other,44248.0,Black / Black,"Minchinbury, NSW",4 cyl,Hatchback,4,5,18995.0,2.5,7.7,100.0
Ford,2013,Focus,Hatchback,2013 Ford Focus Sport,USED,Manual,Front,Unleaded,75426.0,Black / -,"Wollongong, NSW",4 cyl,Hatchback,5,5,17888.0,2.5,7.2,100.0
Ford,2020,Ranger,Ute / Tray,2020 Ford Ranger Wildtrak 2.0 (4X4),USED,Automatic,4WD,Diesel,56076.0,Grey / -,"West Gosford, NSW",4 cyl,Ute / Tray,4,5,58888.0,2.5,7.4,100.0
Mazda,2021,CX-5,SUV,2021 Mazda CX-5 GT SP Turbo (awd),USED,Automatic,AWD,Unleaded,51806.0,Grey / Black,"Penrith, NSW",4 cyl,SUV,4,5,43987.0,2.5,8.2,100.0
Ford,2017,Ranger,Ute / Tray,2017 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,Rear,Diesel,95539.0,White / Grey,"Enfield, SA",4 cyl,Ute / Tray,4,5,29990.0,2.2,7.5,100.0
Mitsubishi,2016,Outlander,SUV,2016 Mitsubishi Outlander XLS (4X4),USED,Automatic,AWD,Diesel,138086.0,Silver / Black,"Minchinbury, NSW",4 cyl,SUV,4,7,29995.0,2.3,5.8,100.0
Kia,2020,Sportage,SUV,2020 Kia Sportage S (fwd),USED,Automatic,Front,Unleaded,36000.0,Black / -,"South Nowra, NSW",4 cyl,SUV,4,5,31990.0,2.5,7.9,100.0
Toyota,2012,Hilux,Ute / Tray,2012 Toyota Hilux SR5 (4X4),USED,Automatic,4WD,Diesel,176700.0,Blue / Black,"Wangara, WA",4 cyl,Ute / Tray,4,5,33990.0,2.5,9.3,100.0
Nissan,2019,Qashqai,SUV,2019 Nissan Qashqai ST-L,USED,Automatic,Front,Unleaded,68118.0,Silver / -,"Liverpool, NSW",4 cyl,SUV,4,5,26990.0,2.5,6.9,100.0
Toyota,2019,Yaris,Hatchback,2019 Toyota Yaris Ascent,USED,Automatic,Front,Unleaded,111041.0,White / Black,"Brookvale, NSW",4 cyl,Hatchback,5,5,20990.0,1.3,6.4,100.0
Honda,2008,Jazz,Hatchback,2008 Honda Jazz GLI,USED,Automatic,Front,Unleaded,196751.0,Silver / -,"Minchinbury, NSW",4 cyl,Hatchback,5,5,6990.0,1.3,6.6,100.0
Kia,2020,Carnival,Wagon,2020 Kia Carnival S,USED,Automatic,Front,Diesel,59541.0,Grey / Black,"Albion Park Rail, NSW",4 cyl,Wagon,4,8,45990.0,2.2,6.5,100.0
Jeep,2017,Grand,SUV,2017 Jeep Grand Cherokee Limited (4X4),USED,Automatic,4WD,Diesel,244956.0,Grey / Black,"Tuggerah, NSW",6 cyl,SUV,4,5,23990.0,2.5,7.5,100.0
Kia,2019,Sorento,SUV,2019 Kia Sorento Sport (4X4),USED,Automatic,AWD,Diesel,113825.0,Blue / Grey,"Enfield, SA",4 cyl,SUV,4,7,34990.0,2.2,7.2,100.0
Nissan,2015,Qashqai,SUV,2015 Nissan Qashqai ST (4X2),USED,Automatic,Front,Unleaded,159000.0,Blue / Black,"Wangara, WA",4 cyl,SUV,4,5,15990.0,2.5,6.9,100.0
MG,2021,MG3,Hatchback,2021 MG MG3 Auto Core,USED,Automatic,Front,Premium,26480.0,White / -,"Sandgate, NSW",4 cyl,Hatchback,5,5,15999.0,1.5,6.7,100.0
Toyota,2019,Hilux,Ute / Tray,2019 Toyota Hilux Rogue (4X4),USED,Automatic,4WD,Diesel,42136.0,Red / Black,"Albion Park Rail, NSW",4 cyl,Ute / Tray,4,5,61990.0,2.8,8.5,100.0
Kia,2020,Stinger,Sedan,2020 Kia Stinger GT (black Leather),USED,Automatic,Rear,Unleaded,16794.0,White / -,"Homebush, NSW",6 cyl,Sedan,4,5,59990.0,3.3,10.2,100.0
Volkswagen,2019,Tiguan,SUV,2019 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,AWD,Premium,43698.0,Black / Titanium Black & Crystal Grey,"Mascot, NSW",4 cyl,SUV,4,5,44990.0,2.5,8.1,100.0
Hyundai,2014,Santa,SUV,2014 Hyundai Santa FE Highlander Crdi (4X4),USED,Automatic,AWD,Diesel,76847.0,White / -,"Croydon, NSW",4 cyl,SUV,4,7,29999.0,2.2,7.3,100.0
Hyundai,2016,Imax,Wagon,2016 Hyundai Imax,USED,Automatic,Rear,Diesel,100260.0,White / Grey,"Strathalbyn, SA",4 cyl,Wagon,4,8,27990.0,2.5,9.0,100.0
MG,2020,HS,SUV,2020 MG HS Essence,USED,Automatic,Front,Unleaded,52476.0,White / -,"West Gosford, NSW",4 cyl,SUV,4,5,26888.0,1.5,7.3,100.0
MG,2022,HS,SUV,2022 MG HS Core,USED,Automatic,Front,Unleaded,25250.0,White / -,"Wollongong, NSW",4 cyl,SUV,4,5,24990.0,1.5,7.3,100.0
Ford,2012,Falcon,Sedan,2012 Ford Falcon XR6T,USED,Automatic,Rear,Unleaded,141993.0,Black / Black,"Homebush, NSW",6 cyl,Sedan,4,5,33990.0,2.5,11.7,100.0
Toyota,2013,Rav,Gregg Watts Used Cars (CCM),2013 Toyota Rav 4 GXL AWD,USED,Automatic,Other,Diesel,111300.0,Grey / Black,"Minchinbury, NSW",4 cyl,Wagon,4,5,22995.0,2.5,7.7,100.0
Mitsubishi,2008,Triton,Ute / Tray,2008 Mitsubishi Triton GLX-R (4X4),USED,Automatic,4WD,Diesel,267459.0,Grey / Black,"Minchinbury, NSW",4 cyl,Ute / Tray,4,5,16995.0,3.2,9.9,100.0
Lexus,2005,IS250,Sedan,2005 Lexus IS250 Prestige,USED,Automatic,Rear,Premium,232162.0,Silver / -,"Nowra, NSW",6 cyl,Sedan,4,5,9999.0,2.5,9.7,100.0
Holden,2018,Equinox,SUV,2018 Holden Equinox LTZ-V (awd),USED,Automatic,AWD,Premium,137264.0,Grey / Grey,"Enfield, SA",4 cyl,SUV,4,5,24990.0,2.5,8.4,100.0
Mitsubishi,2019,ASX,SUV,2019 Mitsubishi ASX ES (2WD),USED,Automatic,Front,Unleaded,74932.0,Grey / Grey,"Yallah, NSW",4 cyl,SUV,4,5,24950.0,2.5,7.6,100.0
Volvo,2022,XC60,Volvo Cars Liverpool,2022 Volvo XC60 Ultimate B5 Bright Mhev,DEMO,Automatic,AWD,Premium,1041.0,Grey / Charcoal Leather,"Warwick Farm, NSW",4 cyl,SUV,4,5,88990.0,2.5,7.6,100.0
Mazda,2017,CX-5,SUV,2017 Mazda CX-5 Maxx Sport (4X2),USED,Automatic,Front,Unleaded,185570.0,Red / -,"Minchinbury, NSW",4 cyl,SUV,4,5,24990.0,2.5,6.4,100.0
Mazda,2018,CX-3,SUV,2018 Mazda CX-3 Maxx (fwd),USED,Automatic,Front,Unleaded,65230.0,Red / Grey,"Minchinbury, NSW",4 cyl,SUV,4,5,25995.0,2.5,6.1,100.0
Mitsubishi,2021,Outlander,SUV,2021 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,Front,Unleaded,44568.0,White / Black,"Albion Park, NSW",4 cyl,SUV,4,7,29990.0,2.4,7.2,100.0
Mazda,2021,3,Sedan,2021 Mazda 3 G25 Astina,USED,Automatic,Front,Unleaded,12496.0,White / Grey,"Enfield, SA",4 cyl,Sedan,4,5,37990.0,2.5,6.5,100.0
Mazda,2018,BT-50,Ute / Tray,2018 Mazda BT-50 XT (4X4),USED,Manual,4WD,Diesel,89520.0,White / -,"Medlow Bath, NSW",5 cyl,Ute / Tray,4,5,39990.0,3.2,8.9,100.0
Toyota,2022,HiAce,Edward Lees Imports,2022 Toyota HiAce 10 SEATS,USED,Automatic,Other,Unleaded,658.0,Black / Grey,"West Ryde, NSW",4 cyl,Commercial,4,5,79888.0,2.5,7.7,100.0
Holden,2013,UTE,Ute / Tray,2013 Holden UTE,USED,Automatic,Rear,Unleaded,157828.0,White / Black,"Minchinbury, NSW",6 cyl,Ute / Tray,2,2,19990.0,3.6,9.9,100.0
Toyota,2011,Rav,Newcastles Cheapest Cars Used,2011 Toyota Rav 4 CV,USED,Manual,Other,Unleaded,279568.0,Grey / Black,"Maryville, NSW",4 cyl,Wagon,4,5,10980.0,2.5,7.7,100.0
Jeep,2014,Grand,SUV,2014 Jeep Grand Cherokee Summit (4X4),USED,Automatic,4WD,Diesel,171650.0,White / -,"Minchinbury, NSW",6 cyl,SUV,4,5,32995.0,2.5,7.5,100.0
Toyota,2021,C-HR,SUV,2021 Toyota C-HR GR-S (2WD) Hybrid,USED,Automatic,Front,Hybrid,34779.0,Red / 2Xfl24,"North Wollongong, NSW",4 cyl,SUV,4,5,46990.0,1.8,4.3,100.0
Holden,2015,Colorado,Ute / Tray,2015 Holden Colorado LS (4X2),USED,Automatic,Rear,Diesel,200486.0,White / -,"Minchinbury, NSW",4 cyl,Ute / Tray,4,5,20990.0,2.8,8.9,100.0
Mitsubishi,2018,Triton,Adelaide Vehicle Centre Hills,2018 Mitsubishi Triton GLX,USED,Manual,Other,Diesel,53906.0,White / Grey,"Strathalbyn, SA",4 cyl,Ute / Tray,4,5,34990.0,2.5,7.7,100.0
Hyundai,2020,I30,Hatchback,2020 Hyundai I30 Active,USED,Automatic,Front,Unleaded,56440.0,White / Black,"North Wollongong, NSW",4 cyl,Hatchback,4,5,22990.0,2.5,7.4,100.0
Hyundai,2013,I30,Hatchback,2013 Hyundai I30 SR,USED,Manual,Front,Unleaded,158415.0,Black / -,"Granville, NSW",4 cyl,Hatchback,5,5,13950.0,2.5,7.2,100.0
Nissan,1998,Skyline,Edward Lees Imports,1998 Nissan Skyline GT NISMO EDITION GT NISMO EDITION,USED,Manual,Other,Premium,69884.0,Blue / Grey,"West Ryde, NSW",4 cyl,Coupe,4,5,76888.0,2.5,7.7,100.0
Holden,2011,Cruze,Sedan,2011 Holden Cruze SRI V,USED,Automatic,Front,Unleaded,141102.0,Grey / Black,"Mount Druitt, NSW",4 cyl,Sedan,4,5,10995.0,1.4,6.9,100.0
Mitsubishi,2021,ASX,SUV,2021 Mitsubishi ASX ES (2WD),USED,Automatic,Front,Unleaded,44645.0,White / -,"Liverpool, NSW",4 cyl,SUV,4,5,28990.0,2.5,7.6,100.0
Audi,2021,A1,Hatchback,2021 Audi A1 40 Tfsi S Line S Tronic,USED,Automatic,Front,Premium,61025.0,Blue / Silver And Black Silk Nappa,"Gosford, NSW",4 cyl,Hatchback,5,5,40990.0,2.5,6.4,100.0
Nissan,2019,X-Trail,SUV,2019 Nissan X-Trail ST (2WD),USED,Automatic,Front,Unleaded,97143.0,Silver / Grey,"Enfield, SA",4 cyl,SUV,4,5,25990.0,2.5,7.9,100.0
Subaru,2020,Forester,SUV,2020 Subaru Forester 2.5I (awd),USED,Automatic,AWD,Unleaded,55815.0,Grey / -,"South Nowra, NSW",4 cyl,SUV,4,5,30990.0,2.5,7.4,100.0
Mazda,2018,CX-3,SUV,2018 Mazda CX-3 Maxx (fwd),USED,Automatic,Front,Unleaded,20094.0,Blue / Black,"Artarmon, NSW",4 cyl,SUV,4,5,24888.0,2.5,6.1,100.0
Holden,2017,Captiva,SUV,2017 Holden Captiva 7 LTZ (awd),USED,Automatic,AWD,Unleaded,129800.0,- / -,"Wollongong, NSW",6 cyl,SUV,4,7,17999.0,2.5,10.1,100.0
Holden,2016,Colorado,Ute / Tray,2016 Holden Colorado LS (4X2),USED,Automatic,Rear,Diesel,207250.0,White / -,"Smithfield, NSW",4 cyl,Ute / Tray,4,5,18888.0,2.8,8.9,100.0
Mazda,2011,2,Hatchback,2011 Mazda 2 NEO,USED,Manual,Front,Unleaded,92454.0,White / Grey,"Enfield, SA",4 cyl,Hatchback,5,5,10990.0,1.5,6.4,100.0
Mazda,2009,CX-9,SUV,2009 Mazda CX-9 Classic,USED,Automatic,4WD,Unleaded,229224.0,Green / Grey,"West Gosford, NSW",6 cyl,SUV,4,7,10600.0,3.7,13.0,100.0
Toyota,2012,Hilux,Ute / Tray,2012 Toyota Hilux Workmate,USED,Manual,Rear,Diesel,286525.0,White / Grey,"North Strathfield, NSW",4 cyl,Ute / Tray,2,2,15950.0,2.5,8.1,100.0
BMW,2018,X2,SUV,2018 BMW X2 M35I,USED,Automatic,AWD,Premium,32054.0,Grey / Black Leather,"Chatswood, NSW",4 cyl,SUV,4,5,48800.0,2.5,7.4,100.0
Nissan,2013,Maxima,Sedan,2013 Nissan Maxima 250 ST-L,USED,Automatic,Front,Unleaded,213012.0,Grey / -,"Five Dock, NSW",6 cyl,Sedan,4,5,7999.0,2.5,9.5,100.0
Kia,2020,Cerato,Hatchback,2020 Kia Cerato Sport NAV,USED,Automatic,Front,Unleaded,47000.0,White / -,"Bowral, NSW",4 cyl,Hatchback,5,5,25750.0,2.5,7.4,100.0
Toyota,2022,Yaris,Hatchback,2022 Toyota Yaris Ascent Sport,USED,Automatic,Front,Unleaded,6693.0,Green / -,"Hamilton East, NSW",3 cyl,Hatchback,5,5,28745.0,1.5,4.9,100.0
Ford,2017,Mondeo,Hatchback,2017 Ford Mondeo Trend Tdci,USED,Automatic,Front,Diesel,143512.0,Silver / Grey,"Enfield, SA",4 cyl,Hatchback,5,5,18990.0,2.5,5.1,100.0
Land,2018,Rover,SUV,2018 Land Rover Range Rover Velar D300 R-Dynamic HSE,USED,Automatic,AWD,Diesel,127624.0,Black / -,"Campbelltown, NSW",6 cyl,SUV,4,5,69990.0,2.5,6.4,100.0
Nissan,2018,Qashqai,SUV,2018 Nissan Qashqai N-TEC,USED,Automatic,Front,Unleaded,79202.0,White / Black,"North Wollongong, NSW",4 cyl,SUV,4,5,27490.0,2.5,6.9,100.0
Nissan,2014,Leaf,USED Dealer ad,2014 Nissan Leaf,USED,Automatic,Other,Electric,63007.0,- / -,"Five Dock, NSW",4 cyl,Hatchback,4,5,17995.0,2.5,7.7,100.0
Hyundai,2020,I30,Hatchback,2020 Hyundai I30 Active,USED,Automatic,Front,Unleaded,58585.0,White / Black,"Albion Park, NSW",4 cyl,Hatchback,4,5,21890.0,2.5,7.4,100.0
Volkswagen,2023,Golf,Liverpool Volkswagen New Cars,2023 Volkswagen Golf GTI,DEMO,Automatic,Front,Premium,21.0,Blue / -,"Liverpool, NSW",4 cyl,Hatchback,5,5,62990.0,2.5,7.0,100.0
Nissan,2010,Navara,Ute / Tray,2010 Nissan Navara RX (4X2),USED,Manual,Rear,Diesel,86143.0,White / Grey,"Enfield, SA",4 cyl,Ute / Tray,4,5,22990.0,2.5,9.8,100.0
Mitsubishi,2013,Triton,Automobile Gallery,2013 Mitsubishi Triton ML GLX Utility Double Cab 4dr Man 5sp 2.5DT,USED,Manual,Other,Diesel,160783.0,Silver / -,"Granville, NSW",4 cyl,Ute / Tray,4,5,17990.0,2.5,7.7,100.0
Honda,2005,CR-V,SUV,2005 Honda CR-V (4X4) Sport,USED,Manual,4WD,Unleaded,214226.0,Black / -,"Cardiff, NSW",4 cyl,SUV,4,5,7990.0,2.4,9.0,100.0
Toyota,2021,Hilux,Ute / Tray,2021 Toyota Hilux Rogue (4X4),USED,Automatic,4WD,Diesel,56417.0,Grey / 2Lle21,"Albion Park, NSW",4 cyl,Ute / Tray,4,5,68990.0,2.8,8.4,100.0
Land,2013,Rover,Tony Lahood Motors Croydon,2013 Land Rover Range Rover Evoque SD4 CommandShift Pure Tech,USED,Automatic,Other,Diesel,57227.0,Black / Cream Leather,"Croydon, NSW",4 cyl,Wagon,4,5,34990.0,2.5,7.7,100.0
Ford,2014,Fiesta,Hatchback,2014 Ford Fiesta ST,USED,Manual,Front,Unleaded,95418.0,Black / Grey,"Enfield, SA",4 cyl,Hatchback,3,5,17990.0,1.6,6.2,100.0
Toyota,2015,Corolla,Sydney City Traders,2015 Toyota Corolla Hybrid,USED,Automatic,Other,Unleaded,120117.0,Silver / Grey,"Five Dock, NSW",4 cyl,Wagon,4,5,20995.0,2.5,7.7,100.0
Mazda,2023,CX-5,Rockdale Mazda New,2023 Mazda CX-5 GT SP (awd),NEW,Automatic,AWD,Unleaded,7.0,Blue / Black Leather,"Arncliffe, NSW",4 cyl,SUV,4,5,54188.0,2.5,7.5,100.0
Toyota,2017,Hilux,Ute / Tray,2017 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,134138.0,White / Black,"Caringbah, NSW",4 cyl,Ute / Tray,4,5,39990.0,2.8,8.5,100.0
Hyundai,2021,Kona,SUV,2021 Hyundai Kona Active (fwd),USED,Automatic,Front,Unleaded,50975.0,Blue / Black,"North Wollongong, NSW",4 cyl,SUV,4,5,26990.0,2.5,6.2,100.0
Mazda,2013,3,Sedan,2013 Mazda 3 NEO,USED,Manual,Front,Unleaded,162642.0,Red / -,"East Maitland, NSW",4 cyl,Sedan,4,5,11986.0,2.5,8.6,100.0
Holden,2019,Acadia,SUV,2019 Holden Acadia LTZ (2WD),USED,Automatic,Front,Unleaded,144188.0,Blue / Grey,"Enfield, SA",6 cyl,SUV,4,7,29980.0,3.6,8.9,100.0
Toyota,2015,Corolla,Hatchback,2015 Toyota Corolla Ascent Sport,USED,Manual,Front,Unleaded,97000.0,White / Cloth,"Blacktown, NSW",4 cyl,Hatchback,5,5,18990.0,1.8,7.1,100.0
Kia,2019,Sorento,SUV,2019 Kia Sorento Sport (4X4),USED,Automatic,AWD,Diesel,67092.0,Silver / Black,"Lithgow, NSW",4 cyl,SUV,4,7,38990.0,2.2,7.2,100.0
BMW,2007,7,USED Dealer ad,2007 BMW 7 Series 30d,USED,Automatic,Other,Diesel,104235.0,Silver / -,"Rouse Hill, NSW",4 cyl,SUV,4,5,22999.0,2.5,7.7,100.0
Toyota,2020,Landcruiser,SUV,2020 Toyota Landcruiser Prado Kakadu (4X4),USED,Automatic,4WD,Diesel,125247.0,White / -,"Mittagong, NSW",4 cyl,SUV,4,7,69990.0,2.8,8.0,100.0
Ford,2012,Focus,Hatchback,2012 Ford Focus Trend,USED,Manual,Front,Unleaded,57485.0,Blue / Grey,"Enfield, SA",4 cyl,Hatchback,5,5,13980.0,2.5,7.2,100.0
Kia,2016,Picanto,Hatchback,2016 Kia Picanto SI,USED,Automatic,Front,Unleaded,108364.0,Silver / -,"Mcgraths Hill, NSW",4 cyl,Hatchback,5,5,14660.0,1.2,5.3,100.0
Nissan,1994,Pulsar,Cars from Japan,1994 Nissan Pulsar PULSAR,USED,Manual,Other,Unleaded,108295.0,White / -,"Smeaton Grange, NSW",4 cyl,Hatchback,4,5,39888.0,2.5,7.7,100.0
Ford,2011,Falcon,Sedan,2011 Ford Falcon XR6 Limited Edition,USED,Automatic,Rear,Unleaded,43966.0,Red / Grey,"Cardiff, NSW",6 cyl,Sedan,4,5,23990.0,2.5,9.9,100.0
Ford,2015,Territory,SUV,2015 Ford Territory TX (4X4),USED,Automatic,AWD,Diesel,122789.0,Silver / Grey,"Enfield, SA",6 cyl,SUV,4,5,21980.0,2.7,8.8,100.0
Ford,2014,Ranger,Ute / Tray,2014 Ford Ranger XL 3.2 (4X4),USED,Automatic,4WD,Diesel,177422.0,White / -,"Narellan, NSW",5 cyl,Ute / Tray,2,2,22888.0,3.2,9.2,100.0
Toyota,2020,Yaris,SUV,2020 Toyota Yaris Cross GXL,USED,Automatic,Front,Unleaded,28947.0,White / 40Fa60,"North Wollongong, NSW",3 cyl,SUV,4,5,33490.0,1.5,5.4,100.0
Kia,2020,Cerato,Hatchback,2020 Kia Cerato S,USED,Automatic,Front,Unleaded,53883.0,Grey / Black,"Albion Park, NSW",4 cyl,Hatchback,5,5,22490.0,2.5,7.4,100.0
Mitsubishi,2021,Outlander,SUV,2021 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,Front,Unleaded,47097.0,White / Black,"Albion Park, NSW",4 cyl,SUV,4,7,29990.0,2.4,7.2,100.0
Isuzu,2018,MU-X,SUV,2018 Isuzu MU-X LS-M (4X2),USED,Automatic,Front,Diesel,98150.0,Silver / Grey,"Enfield, SA",4 cyl,SUV,4,7,36990.0,2.5,8.0,100.0
Mitsubishi,2011,Outlander,SUV,2011 Mitsubishi Outlander LS (fwd),USED,Automatic,Front,Unleaded,170664.0,Blue / -,"Lansvale, NSW",4 cyl,SUV,4,5,8990.0,2.4,9.3,100.0
Jaguar,2017,F-Pace,SUV,2017 Jaguar F-Pace 35T R-Sport,USED,Automatic,AWD,Premium,73840.0,Red / Black,"North Strathfield, NSW",6 cyl,SUV,4,5,62950.0,2.5,8.9,100.0
Kia,2020,Cerato,Hatchback,2020 Kia Cerato S,USED,Automatic,Front,Unleaded,56189.0,White / Black,"North Wollongong, NSW",4 cyl,Hatchback,5,5,21888.0,2.5,7.4,100.0
Toyota,2017,Hilux,Ute / Tray,2017 Toyota Hilux SR5 (4X4),USED,Automatic,4WD,Diesel,116988.0,Black / Black,"Liverpool, NSW",4 cyl,Ute / Tray,4,5,44888.0,2.8,8.5,100.0
Ford,2015,Focus,Adelaide Vehicle Centre North,2015 Ford Focus Trend,USED,Automatic,Front,Unleaded,116091.0,Grey / Grey,"Enfield, SA",4 cyl,Hatchback,4,5,16990.0,2.5,7.7,100.0
Toyota,2021,Kluger,SUV,2021 Toyota Kluger GXL Hybrid AWD,USED,Automatic,AWD,Hybrid,48832.0,Grey / 9Meb20,"Albion Park, NSW",4 cyl,SUV,5,7,64990.0,2.5,5.6,100.0
Ford,2018,Focus,Hatchback,2018 Ford Focus Trend (5 YR),USED,Automatic,Front,Unleaded,87239.0,Blue / Grey,"Yallah, NSW",4 cyl,Hatchback,5,5,19950.0,1.5,6.2,100.0
Toyota,2023,RAV4,SUV,2023 Toyota RAV4 GX (2WD),USED,Automatic,Front,Unleaded,559.0,White / -,"Hamilton East, NSW",4 cyl,SUV,5,5,45987.0,2.5,6.0,100.0
Ford,2016,Ranger,Ute / Tray,2016 Ford Ranger XL 3.2 (4X4),USED,Automatic,4WD,Diesel,84841.0,White / -,"Mcgraths Hill, NSW",5 cyl,Ute / Tray,4,5,31999.0,3.2,8.8,100.0
Holden,1998,Jackaroo,SUV,1998 Holden Jackaroo Monterey (4X4),USED,Automatic,4WD,Unleaded,187400.0,Gold / Grey,"Enfield, SA",6 cyl,SUV,4,7,10990.0,3.5,15.0,100.0
Skoda,2023,Superb,Alto Skoda Artarmon New Cars,2023 Skoda Superb Sportline 206TSI (4X4),DEMO,Automatic,4WD,Premium,1500.0,Blue / Sportline,"Artarmon, NSW",4 cyl,Wagon,4,5,73540.0,2.5,8.2,100.0
